Year,Year ending,Local Government Area,Offence Subdivision,Offence Group,CSA Drug Type,Offence Count
2018,December,Benalla,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,4
2018,December,Benalla,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2018,December,Benalla,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2018,December,Benalla,C30 Drug use and possession,C31 Drug use,Cannabis,1
2018,December,Benalla,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2018,December,Benalla,C30 Drug use and possession,C32 Drug possession,Amphetamine,1
2018,December,Benalla,C30 Drug use and possession,C32 Drug possession,Cannabis,18
2018,December,Benalla,C30 Drug use and possession,C32 Drug possession,Ecstasy,3
2018,December,Benalla,C30 Drug use and possession,C32 Drug possession,GHB,3
2018,December,Benalla,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,17
2018,December,Benalla,C30 Drug use and possession,C32 Drug possession,Not Recorded,3
2018,December,Benalla,C30 Drug use and possession,C32 Drug possession,Prescription,6
2018,December,Benalla,C90 Other drug offences,C99 Other drug offences,Not Coded,2
2018,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,9
2018,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,2
2018,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2018,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2018,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,8
2018,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,3
2018,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2018,December,Boroondara,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,12
2018,December,Boroondara,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,3
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Amphetamine,9
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Cannabis,101
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Cocaine,10
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Ecstasy,15
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,GHB,9
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Heroin,12
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,59
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Not Recorded,15
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Other,4
2018,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Prescription,31
2018,December,Brimbank,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,6
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,33
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,8
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,3
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,7
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,39
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,85
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,5
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2018,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,3
2018,December,Brimbank,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,56
2018,December,Brimbank,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,14
2018,December,Brimbank,C30 Drug use and possession,C31 Drug use,Cannabis,3
2018,December,Brimbank,C30 Drug use and possession,C31 Drug use,Heroin,4
2018,December,Brimbank,C30 Drug use and possession,C31 Drug use,Methylamphetamine,6
2018,December,Brimbank,C30 Drug use and possession,C31 Drug use,Not Recorded,2
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Amphetamine,16
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Cannabis,256
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Cocaine,22
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Ecstasy,22
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,GHB,24
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Heroin,114
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,278
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Not Recorded,48
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Other,9
2018,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Prescription,159
2018,December,Brimbank,C90 Other drug offences,C99 Other drug offences,Not Coded,5
2018,December,Buloke,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,3
2018,December,Buloke,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,4
2018,December,Buloke,C30 Drug use and possession,C32 Drug possession,Cannabis,2
2018,December,Buloke,C30 Drug use and possession,C32 Drug possession,Ecstasy,1
2018,December,Buloke,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,1
2018,December,Buloke,C30 Drug use and possession,C32 Drug possession,Other,2
2018,December,Campaspe,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,2
2018,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2018,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,2
2018,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2018,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2018,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2018,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,14
2018,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,3
2018,December,Campaspe,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,20
2018,December,Campaspe,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,3
2018,December,Campaspe,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2018,December,Campaspe,C30 Drug use and possession,C31 Drug use,Cannabis,6
2018,December,Campaspe,C30 Drug use and possession,C31 Drug use,Cocaine,1
2018,December,Campaspe,C30 Drug use and possession,C31 Drug use,Heroin,1
2018,December,Campaspe,C30 Drug use and possession,C31 Drug use,Methylamphetamine,2
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Amphetamine,4
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Cannabis,42
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Cocaine,1
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Ecstasy,3
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,29
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Not Recorded,6
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Other,3
2018,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Prescription,12
2018,December,Campaspe,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2018,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,4
2018,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,3
2018,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,6
2018,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,2
2018,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,23
2018,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2018,December,Cardinia,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,7
2018,December,Cardinia,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,17
2018,December,Cardinia,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2018,December,Cardinia,C30 Drug use and possession,C31 Drug use,Cannabis,15
2018,December,Cardinia,C30 Drug use and possession,C31 Drug use,GHB,1
2018,December,Cardinia,C30 Drug use and possession,C31 Drug use,Methylamphetamine,2
2018,December,Cardinia,C30 Drug use and possession,C31 Drug use,Prescription,2
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Amphetamine,13
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Cannabis,94
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Cocaine,1
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Ecstasy,9
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,GHB,13
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Heroin,1
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,62
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Not Recorded,22
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Other,6
2018,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Prescription,37
2018,December,Cardinia,C90 Other drug offences,C99 Other drug offences,Not Coded,12
2018,December,Casey,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,6
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,38
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,9
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,37
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,28
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,8
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,114
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,31
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,6
2018,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,5
2018,December,Casey,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,41
2018,December,Casey,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,11
2018,December,Casey,C30 Drug use and possession,C31 Drug use,Amphetamine,9
2018,December,Casey,C30 Drug use and possession,C31 Drug use,Cannabis,20
2018,December,Casey,C30 Drug use and possession,C31 Drug use,Methylamphetamine,13
2018,December,Casey,C30 Drug use and possession,C31 Drug use,Not Recorded,3
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Amphetamine,27
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Cannabis,425
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Cocaine,14
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Ecstasy,53
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,GHB,34
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Heroin,17
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,255
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Not Recorded,82
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Other,16
2018,December,Casey,C30 Drug use and possession,C32 Drug possession,Prescription,119
2018,December,Casey,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2018,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,8
2018,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,2
2018,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2018,December,Central Goldfields,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,11
2018,December,Central Goldfields,C30 Drug use and possession,C31 Drug use,Amphetamine,2
2018,December,Central Goldfields,C30 Drug use and possession,C31 Drug use,Cannabis,3
2018,December,Central Goldfields,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Amphetamine,1
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Cannabis,43
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Ecstasy,1
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Heroin,2
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,12
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Not Recorded,2
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Other,1
2018,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Prescription,8
2018,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,9
2018,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2018,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,6
2018,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,2
2018,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2018,December,Colac-Otway,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,10
2018,December,Colac-Otway,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2018,December,Colac-Otway,C30 Drug use and possession,C31 Drug use,Cannabis,1
2018,December,Colac-Otway,C30 Drug use and possession,C31 Drug use,Heroin,1
2018,December,Colac-Otway,C30 Drug use and possession,C31 Drug use,Other,1
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Amphetamine,4
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Cannabis,21
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,GHB,1
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Heroin,1
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,7
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Not Recorded,8
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Other,2
2018,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Prescription,7
2018,December,Corangamite,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2018,December,Corangamite,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,5
2018,December,Corangamite,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,1
2018,December,Corangamite,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,2
2018,December,Corangamite,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Amphetamine,3
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Cannabis,13
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Ecstasy,5
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,GHB,1
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,4
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Not Recorded,3
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Other,3
2018,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Prescription,4
2018,December,Darebin,C10 Drug dealing and trafficking,C11 Drug dealing,Other,4
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,3
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,28
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,16
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,9
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,6
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,40
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,8
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,3
2018,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,5
2018,December,Darebin,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,18
2018,December,Darebin,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,8
2018,December,Darebin,C30 Drug use and possession,C31 Drug use,Amphetamine,3
2018,December,Darebin,C30 Drug use and possession,C31 Drug use,Heroin,1
2018,December,Darebin,C30 Drug use and possession,C31 Drug use,Methylamphetamine,2
2018,December,Darebin,C30 Drug use and possession,C31 Drug use,Prescription,1
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Amphetamine,20
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Cannabis,184
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Cocaine,12
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Ecstasy,18
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,GHB,24
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Heroin,18
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,176
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Not Recorded,30
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Other,12
2018,December,Darebin,C30 Drug use and possession,C32 Drug possession,Prescription,92
2018,December,East Gippsland,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,2
2018,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2018,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,7
2018,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2018,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,3
2018,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,8
2018,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,6
2018,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2018,December,East Gippsland,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,41
2018,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Amphetamine,4
2018,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Cannabis,15
2018,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Ecstasy,1
2018,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Heroin,1
2018,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Methylamphetamine,3
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Amphetamine,5
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Cannabis,93
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Ecstasy,3
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Heroin,1
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,37
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Not Recorded,4
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Other,1
2018,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Prescription,37
2018,December,Frankston,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,3
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,30
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,9
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,12
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,6
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,5
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,74
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,10
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,3
2018,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,6
2018,December,Frankston,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,29
2018,December,Frankston,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,9
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Amphetamine,9
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Cannabis,4
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Cocaine,1
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Ecstasy,1
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,GHB,3
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Heroin,2
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Methylamphetamine,12
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Not Recorded,2
2018,December,Frankston,C30 Drug use and possession,C31 Drug use,Prescription,1
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Amphetamine,19
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Cannabis,245
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Cocaine,11
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Ecstasy,27
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,GHB,35
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Heroin,19
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,268
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Not Recorded,45
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Other,16
2018,December,Frankston,C30 Drug use and possession,C32 Drug possession,Prescription,160
2018,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,4
2018,December,Gannawarra,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,1
2018,December,Gannawarra,C30 Drug use and possession,C31 Drug use,Cannabis,1
2018,December,Gannawarra,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2018,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2018,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Cannabis,13
2018,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Cocaine,1
2018,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Ecstasy,1
2018,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,5
2018,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Not Recorded,2
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,12
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,5
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,5
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,3
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,11
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2018,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2018,December,Glen Eira,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,7
2018,December,Glen Eira,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,3
2018,December,Glen Eira,C30 Drug use and possession,C31 Drug use,Amphetamine,2
2018,December,Glen Eira,C30 Drug use and possession,C31 Drug use,Cannabis,7
2018,December,Glen Eira,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Amphetamine,6
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Cannabis,94
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Cocaine,8
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Ecstasy,17
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,GHB,9
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Heroin,6
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,62
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Not Recorded,22
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Other,4
2018,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Prescription,79
2018,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2018,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,3
2018,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2018,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2018,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,6
2018,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,5
2018,December,Glenelg,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,4
2018,December,Glenelg,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2018,December,Glenelg,C30 Drug use and possession,C31 Drug use,Amphetamine,4
2018,December,Glenelg,C30 Drug use and possession,C31 Drug use,Cannabis,1
2018,December,Glenelg,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2018,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Amphetamine,10
2018,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Cannabis,39
2018,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Ecstasy,2
2018,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Heroin,1
2018,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,21
2018,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Not Recorded,2
2018,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Prescription,7
2018,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,2
2018,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,3
2018,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,4
2018,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,1
2018,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,3
2018,December,Golden Plains,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,1
2018,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Cannabis,8
2018,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Cocaine,1
2018,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Ecstasy,5
2018,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,2
2018,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Not Recorded,2
