Year,Year ending,Local Government Area,Investigation Status,Offence Count
2019,December,Loddon,Arrest/Summons,245
2019,December,Loddon,Not authorised,19
2019,December,Loddon,Other,35
2019,December,Loddon,Unsolved,177
2019,December,Macedon Ranges,Arrest/Summons,1261
2019,December,Macedon Ranges,Not authorised,146
2019,December,Macedon Ranges,Other,155
2019,December,Macedon Ranges,Unsolved,882
2019,December,Manningham,Arrest/Summons,2085
2019,December,Manningham,Not authorised,340
2019,December,Manningham,Other,302
2019,December,Manningham,Unsolved,2411
2019,December,Mansfield,Arrest/Summons,262
2019,December,Mansfield,Not authorised,43
2019,December,Mansfield,Other,39
2019,December,Mansfield,Unsolved,128
2019,December,Maribyrnong,Arrest/Summons,4059
2019,December,Maribyrnong,Not authorised,338
2019,December,Maribyrnong,Other,546
2019,December,Maribyrnong,Unsolved,3958
2019,December,Maroondah,Arrest/Summons,4277
2019,December,Maroondah,Not authorised,613
2019,December,Maroondah,Other,628
2019,December,Maroondah,Unsolved,2645
2019,December,Melbourne,Arrest/Summons,17709
2019,December,Melbourne,Not authorised,1416
2019,December,Melbourne,Other,4334
2019,December,Melbourne,Unsolved,12887
2019,December,Melton,Arrest/Summons,6516
2019,December,Melton,Not authorised,695
2019,December,Melton,Other,495
2019,December,Melton,Unsolved,4906
2019,December,Merri-bek,Arrest/Summons,6258
2019,December,Merri-bek,Not authorised,1026
2019,December,Merri-bek,Other,768
2019,December,Merri-bek,Unsolved,6316
2019,December,Mildura,Arrest/Summons,4281
2019,December,Mildura,Not authorised,541
2019,December,Mildura,Other,712
2019,December,Mildura,Unsolved,1891
2019,December,Mitchell,Arrest/Summons,2955
2019,December,Mitchell,Not authorised,461
2019,December,Mitchell,Other,268
2019,December,Mitchell,Unsolved,1135
2019,December,Moira,Arrest/Summons,1469
2019,December,Moira,Not authorised,155
2019,December,Moira,Other,137
2019,December,Moira,Unsolved,780
2019,December,Monash,Arrest/Summons,4661
2019,December,Monash,Not authorised,733
2019,December,Monash,Other,795
2019,December,Monash,Unsolved,5500
2019,December,Moonee Valley,Arrest/Summons,3546
2019,December,Moonee Valley,Not authorised,571
2019,December,Moonee Valley,Other,599
2019,December,Moonee Valley,Unsolved,3564
2019,December,Moorabool,Arrest/Summons,1022
2019,December,Moorabool,Not authorised,129
2019,December,Moorabool,Other,97
2019,December,Moorabool,Unsolved,879
2019,December,Mornington Peninsula,Arrest/Summons,5169
2019,December,Mornington Peninsula,Not authorised,738
2019,December,Mornington Peninsula,Other,1114
2019,December,Mornington Peninsula,Unsolved,4190
2019,December,Mount Alexander,Arrest/Summons,657
2019,December,Mount Alexander,Not authorised,75
2019,December,Mount Alexander,Other,106
2019,December,Mount Alexander,Unsolved,386
2019,December,Moyne,Arrest/Summons,385
2019,December,Moyne,Not authorised,58
2019,December,Moyne,Other,71
2019,December,Moyne,Unsolved,169
2019,December,Murrindindi,Arrest/Summons,353
2019,December,Murrindindi,Not authorised,90
2019,December,Murrindindi,Other,108
2019,December,Murrindindi,Unsolved,258
2019,December,Nillumbik,Arrest/Summons,1027
2019,December,Nillumbik,Not authorised,241
2019,December,Nillumbik,Other,131
2019,December,Nillumbik,Unsolved,834
2019,December,Northern Grampians,Arrest/Summons,647
2019,December,Northern Grampians,Not authorised,107
2019,December,Northern Grampians,Other,96
2019,December,Northern Grampians,Unsolved,254
2019,December,Port Phillip,Arrest/Summons,5309
2019,December,Port Phillip,Not authorised,680
2019,December,Port Phillip,Other,915
2019,December,Port Phillip,Unsolved,5645
2019,December,Pyrenees,Arrest/Summons,343
2019,December,Pyrenees,Not authorised,34
2019,December,Pyrenees,Other,82
2019,December,Pyrenees,Unsolved,195
2019,December,Queenscliffe,Arrest/Summons,30
2019,December,Queenscliffe,Not authorised,7
2019,December,Queenscliffe,Other,8
2019,December,Queenscliffe,Unsolved,71
2019,December,South Gippsland,Arrest/Summons,982
2019,December,South Gippsland,Not authorised,137
2019,December,South Gippsland,Other,90
2019,December,South Gippsland,Unsolved,520
2019,December,Southern Grampians,Arrest/Summons,710
2019,December,Southern Grampians,Not authorised,76
2019,December,Southern Grampians,Other,128
2019,December,Southern Grampians,Unsolved,301
2019,December,Stonnington,Arrest/Summons,4689
2019,December,Stonnington,Not authorised,644
2019,December,Stonnington,Other,889
2019,December,Stonnington,Unsolved,5530
2019,December,Strathbogie,Arrest/Summons,309
2019,December,Strathbogie,Not authorised,59
2019,December,Strathbogie,Other,50
2019,December,Strathbogie,Unsolved,211
2019,December,Surf Coast,Arrest/Summons,504
2019,December,Surf Coast,Not authorised,100
2019,December,Surf Coast,Other,101
2019,December,Surf Coast,Unsolved,540
2019,December,Swan Hill,Arrest/Summons,1646
2019,December,Swan Hill,Not authorised,174
2019,December,Swan Hill,Other,281
2019,December,Swan Hill,Unsolved,524
2019,December,Towong,Arrest/Summons,125
2019,December,Towong,Not authorised,7
2019,December,Towong,Other,19
2019,December,Towong,Unsolved,63
2019,December,Wangaratta,Arrest/Summons,1533
2019,December,Wangaratta,Not authorised,213
2019,December,Wangaratta,Other,225
2019,December,Wangaratta,Unsolved,550
2019,December,Warrnambool,Arrest/Summons,2124
2019,December,Warrnambool,Not authorised,248
2019,December,Warrnambool,Other,307
2019,December,Warrnambool,Unsolved,773
2019,December,Wellington,Arrest/Summons,2637
2019,December,Wellington,Not authorised,637
2019,December,Wellington,Other,321
2019,December,Wellington,Unsolved,994
2019,December,West Wimmera,Arrest/Summons,106
2019,December,West Wimmera,Not authorised,11
2019,December,West Wimmera,Other,8
2019,December,West Wimmera,Unsolved,43
2019,December,Whitehorse,Arrest/Summons,3601
2019,December,Whitehorse,Not authorised,512
2019,December,Whitehorse,Other,494
2019,December,Whitehorse,Unsolved,4615
2019,December,Whittlesea,Arrest/Summons,7872
2019,December,Whittlesea,Not authorised,1676
2019,December,Whittlesea,Other,885
2019,December,Whittlesea,Unsolved,6039
2019,December,Wodonga,Arrest/Summons,2128
2019,December,Wodonga,Not authorised,141
2019,December,Wodonga,Other,251
2019,December,Wodonga,Unsolved,1225
2019,December,Wyndham,Arrest/Summons,8220
2019,December,Wyndham,Not authorised,913
2019,December,Wyndham,Other,1122
2019,December,Wyndham,Unsolved,6500
2019,December,Yarra,Arrest/Summons,5112
2019,December,Yarra,Not authorised,655
2019,December,Yarra,Other,897
2019,December,Yarra,Unsolved,6840
2019,December,Yarra Ranges,Arrest/Summons,4815
2019,December,Yarra Ranges,Not authorised,663
2019,December,Yarra Ranges,Other,640
2019,December,Yarra Ranges,Unsolved,3060
2019,December,Yarriambiack,Arrest/Summons,309
2019,December,Yarriambiack,Not authorised,36
2019,December,Yarriambiack,Other,37
2019,December,Yarriambiack,Unsolved,95
2018,December,Alpine,Arrest/Summons,393
2018,December,Alpine,Not authorised,32
2018,December,Alpine,Other,46
2018,December,Alpine,Unsolved,108
2018,December,Ararat,Arrest/Summons,905
2018,December,Ararat,Not authorised,84
2018,December,Ararat,Other,142
2018,December,Ararat,Unsolved,218
2018,December,Ballarat,Arrest/Summons,5722
2018,December,Ballarat,Not authorised,508
2018,December,Ballarat,Other,623
2018,December,Ballarat,Unsolved,4012
2018,December,Banyule,Arrest/Summons,5179
2018,December,Banyule,Not authorised,453
2018,December,Banyule,Other,388
2018,December,Banyule,Unsolved,3383
2018,December,Bass Coast,Arrest/Summons,1197
2018,December,Bass Coast,Not authorised,176
2018,December,Bass Coast,Other,200
2018,December,Bass Coast,Unsolved,638
2018,December,Baw Baw,Arrest/Summons,2622
2018,December,Baw Baw,Not authorised,273
2018,December,Baw Baw,Other,295
2018,December,Baw Baw,Unsolved,1301
2018,December,Bayside,Arrest/Summons,1670
2018,December,Bayside,Not authorised,385
2018,December,Bayside,Other,349
2018,December,Bayside,Unsolved,2282
2018,December,Benalla,Arrest/Summons,690
2018,December,Benalla,Not authorised,113
2018,December,Benalla,Other,107
2018,December,Benalla,Unsolved,281
2018,December,Boroondara,Arrest/Summons,2313
2018,December,Boroondara,Not authorised,344
2018,December,Boroondara,Other,403
2018,December,Boroondara,Unsolved,3882
2018,December,Brimbank,Arrest/Summons,10197
2018,December,Brimbank,Not authorised,845
2018,December,Brimbank,Other,832
2018,December,Brimbank,Unsolved,7177
2018,December,Buloke,Arrest/Summons,101
2018,December,Buloke,Not authorised,15
2018,December,Buloke,Other,27
2018,December,Buloke,Unsolved,93
2018,December,Campaspe,Arrest/Summons,2026
2018,December,Campaspe,Not authorised,213
2018,December,Campaspe,Other,215
2018,December,Campaspe,Unsolved,1353
2018,December,Cardinia,Arrest/Summons,2895
2018,December,Cardinia,Not authorised,447
2018,December,Cardinia,Other,485
2018,December,Cardinia,Unsolved,2221
2018,December,Casey,Arrest/Summons,9424
2018,December,Casey,Not authorised,2143
2018,December,Casey,Other,1475
2018,December,Casey,Unsolved,7979
2018,December,Central Goldfields,Arrest/Summons,773
2018,December,Central Goldfields,Not authorised,138
2018,December,Central Goldfields,Other,138
2018,December,Central Goldfields,Unsolved,245
2018,December,Colac-Otway,Arrest/Summons,842
2018,December,Colac-Otway,Not authorised,133
2018,December,Colac-Otway,Other,136
2018,December,Colac-Otway,Unsolved,485
2018,December,Corangamite,Arrest/Summons,408
2018,December,Corangamite,Not authorised,36
2018,December,Corangamite,Other,59
2018,December,Corangamite,Unsolved,212
2018,December,Darebin,Arrest/Summons,6914
2018,December,Darebin,Not authorised,728
2018,December,Darebin,Other,645
2018,December,Darebin,Unsolved,6949
2018,December,East Gippsland,Arrest/Summons,2785
2018,December,East Gippsland,Not authorised,528
2018,December,East Gippsland,Other,376
2018,December,East Gippsland,Unsolved,818
2018,December,Frankston,Arrest/Summons,8396
2018,December,Frankston,Not authorised,794
2018,December,Frankston,Other,1193
2018,December,Frankston,Unsolved,4488
2018,December,Gannawarra,Arrest/Summons,468
2018,December,Gannawarra,Not authorised,69
2018,December,Gannawarra,Other,50
2018,December,Gannawarra,Unsolved,163
2018,December,Glen Eira,Arrest/Summons,2380
2018,December,Glen Eira,Not authorised,464
2018,December,Glen Eira,Other,587
2018,December,Glen Eira,Unsolved,3039
2018,December,Glenelg,Arrest/Summons,739
2018,December,Glenelg,Not authorised,111
2018,December,Glenelg,Other,153
2018,December,Glenelg,Unsolved,340
2018,December,Golden Plains,Arrest/Summons,269
2018,December,Golden Plains,Not authorised,41
2018,December,Golden Plains,Other,48
2018,December,Golden Plains,Unsolved,326
2018,December,Greater Bendigo,Arrest/Summons,6423
2018,December,Greater Bendigo,Not authorised,549
2018,December,Greater Bendigo,Other,861
2018,December,Greater Bendigo,Unsolved,2716
2018,December,Greater Dandenong,Arrest/Summons,9060
2018,December,Greater Dandenong,Not authorised,1301
2018,December,Greater Dandenong,Other,1328
2018,December,Greater Dandenong,Unsolved,6602
2018,December,Greater Geelong,Arrest/Summons,10395
2018,December,Greater Geelong,Not authorised,1051
2018,December,Greater Geelong,Other,1247
2018,December,Greater Geelong,Unsolved,8073
2018,December,Greater Shepparton,Arrest/Summons,5220
2018,December,Greater Shepparton,Not authorised,498
2018,December,Greater Shepparton,Other,551
2018,December,Greater Shepparton,Unsolved,2475
2018,December,Hepburn,Arrest/Summons,269
2018,December,Hepburn,Not authorised,50
2018,December,Hepburn,Other,56
2018,December,Hepburn,Unsolved,365
2018,December,Hindmarsh,Arrest/Summons,205
2018,December,Hindmarsh,Not authorised,40
2018,December,Hindmarsh,Other,41
2018,December,Hindmarsh,Unsolved,65
2018,December,Hobsons Bay,Arrest/Summons,3355
2018,December,Hobsons Bay,Not authorised,353
2018,December,Hobsons Bay,Other,338
2018,December,Hobsons Bay,Unsolved,2190
2018,December,Horsham,Arrest/Summons,2235
2018,December,Horsham,Not authorised,174
2018,December,Horsham,Other,237
2018,December,Horsham,Unsolved,375
2018,December,Hume,Arrest/Summons,10265
2018,December,Hume,Not authorised,1579
2018,December,Hume,Other,1249
2018,December,Hume,Unsolved,7609
2018,December,Indigo,Arrest/Summons,217
2018,December,Indigo,Not authorised,21
2018,December,Indigo,Other,47
2018,December,Indigo,Unsolved,166
2018,December,Kingston,Arrest/Summons,4981
2018,December,Kingston,Not authorised,835
2018,December,Kingston,Other,881
2018,December,Kingston,Unsolved,4308
2018,December,Knox,Arrest/Summons,5526
2018,December,Knox,Not authorised,792
2018,December,Knox,Other,766
2018,December,Knox,Unsolved,3722
2018,December,Latrobe,Arrest/Summons,9655
2018,December,Latrobe,Not authorised,1024
2018,December,Latrobe,Other,773
2018,December,Latrobe,Unsolved,3151
2018,December,Loddon,Arrest/Summons,247
2018,December,Loddon,Not authorised,36
2018,December,Loddon,Other,26
2018,December,Loddon,Unsolved,181
2018,December,Macedon Ranges,Arrest/Summons,1228
2018,December,Macedon Ranges,Not authorised,154
2018,December,Macedon Ranges,Other,161
2018,December,Macedon Ranges,Unsolved,788
2018,December,Manningham,Arrest/Summons,1867
2018,December,Manningham,Not authorised,287
2018,December,Manningham,Other,236
2018,December,Manningham,Unsolved,1972
2018,December,Mansfield,Arrest/Summons,267
2018,December,Mansfield,Not authorised,37
2018,December,Mansfield,Other,35
2018,December,Mansfield,Unsolved,141
2018,December,Maribyrnong,Arrest/Summons,3501
2018,December,Maribyrnong,Not authorised,359
2018,December,Maribyrnong,Other,485
2018,December,Maribyrnong,Unsolved,4089
2018,December,Maroondah,Arrest/Summons,4587
2018,December,Maroondah,Not authorised,596
2018,December,Maroondah,Other,590
2018,December,Maroondah,Unsolved,2330
2018,December,Melbourne,Arrest/Summons,18421
2018,December,Melbourne,Not authorised,1441
2018,December,Melbourne,Other,4455
2018,December,Melbourne,Unsolved,11854
2018,December,Melton,Arrest/Summons,5342
2018,December,Melton,Not authorised,682
2018,December,Melton,Other,469
2018,December,Melton,Unsolved,4187
2018,December,Merri-bek,Arrest/Summons,5691
2018,December,Merri-bek,Not authorised,1065
2018,December,Merri-bek,Other,783
2018,December,Merri-bek,Unsolved,7017
2018,December,Mildura,Arrest/Summons,4323
2018,December,Mildura,Not authorised,377
2018,December,Mildura,Other,733
2018,December,Mildura,Unsolved,1895
2018,December,Mitchell,Arrest/Summons,2484
2018,December,Mitchell,Not authorised,422
2018,December,Mitchell,Other,325
2018,December,Mitchell,Unsolved,1083
2018,December,Moira,Arrest/Summons,1278
2018,December,Moira,Not authorised,137
2018,December,Moira,Other,120
2018,December,Moira,Unsolved,580
2018,December,Monash,Arrest/Summons,3928
2018,December,Monash,Not authorised,675
2018,December,Monash,Other,627
2018,December,Monash,Unsolved,5102
2018,December,Moonee Valley,Arrest/Summons,3734
2018,December,Moonee Valley,Not authorised,557
2018,December,Moonee Valley,Other,560
2018,December,Moonee Valley,Unsolved,3762
2018,December,Moorabool,Arrest/Summons,1289
2018,December,Moorabool,Not authorised,147
2018,December,Moorabool,Other,135
2018,December,Moorabool,Unsolved,869
2018,December,Mornington Peninsula,Arrest/Summons,5421
2018,December,Mornington Peninsula,Not authorised,576
2018,December,Mornington Peninsula,Other,1167
2018,December,Mornington Peninsula,Unsolved,3633
2018,December,Mount Alexander,Arrest/Summons,489
2018,December,Mount Alexander,Not authorised,59
2018,December,Mount Alexander,Other,68
2018,December,Mount Alexander,Unsolved,263
2018,December,Moyne,Arrest/Summons,261
2018,December,Moyne,Not authorised,51
2018,December,Moyne,Other,53
2018,December,Moyne,Unsolved,165
2018,December,Murrindindi,Arrest/Summons,319
2018,December,Murrindindi,Not authorised,92
2018,December,Murrindindi,Other,89
2018,December,Murrindindi,Unsolved,215
2018,December,Nillumbik,Arrest/Summons,856
2018,December,Nillumbik,Not authorised,194
2018,December,Nillumbik,Other,155
2018,December,Nillumbik,Unsolved,902
2018,December,Northern Grampians,Arrest/Summons,528
2018,December,Northern Grampians,Not authorised,106
2018,December,Northern Grampians,Other,129
2018,December,Northern Grampians,Unsolved,225
2018,December,Port Phillip,Arrest/Summons,5706
2018,December,Port Phillip,Not authorised,680
2018,December,Port Phillip,Other,1029
2018,December,Port Phillip,Unsolved,5682
2018,December,Pyrenees,Arrest/Summons,271
2018,December,Pyrenees,Not authorised,32
2018,December,Pyrenees,Other,33
2018,December,Pyrenees,Unsolved,165
2018,December,Queenscliffe,Arrest/Summons,224
2018,December,Queenscliffe,Not authorised,6
2018,December,Queenscliffe,Other,8
2018,December,Queenscliffe,Unsolved,65
2018,December,South Gippsland,Arrest/Summons,893
2018,December,South Gippsland,Not authorised,106
2018,December,South Gippsland,Other,109
2018,December,South Gippsland,Unsolved,337
2018,December,Southern Grampians,Arrest/Summons,1028
2018,December,Southern Grampians,Not authorised,133
2018,December,Southern Grampians,Other,165
2018,December,Southern Grampians,Unsolved,236
2018,December,Stonnington,Arrest/Summons,4721
2018,December,Stonnington,Not authorised,476
2018,December,Stonnington,Other,1027
2018,December,Stonnington,Unsolved,4558
2018,December,Strathbogie,Arrest/Summons,304
2018,December,Strathbogie,Not authorised,59
2018,December,Strathbogie,Other,44
2018,December,Strathbogie,Unsolved,197
2018,December,Surf Coast,Arrest/Summons,561
2018,December,Surf Coast,Not authorised,93
2018,December,Surf Coast,Other,84
2018,December,Surf Coast,Unsolved,447
2018,December,Swan Hill,Arrest/Summons,1663
2018,December,Swan Hill,Not authorised,182
2018,December,Swan Hill,Other,203
2018,December,Swan Hill,Unsolved,478
2018,December,Towong,Arrest/Summons,87
2018,December,Towong,Not authorised,11
2018,December,Towong,Other,19
2018,December,Towong,Unsolved,95
2018,December,Wangaratta,Arrest/Summons,1438
2018,December,Wangaratta,Not authorised,178
2018,December,Wangaratta,Other,291
2018,December,Wangaratta,Unsolved,481
2018,December,Warrnambool,Arrest/Summons,2588
2018,December,Warrnambool,Not authorised,281
2018,December,Warrnambool,Other,359
2018,December,Warrnambool,Unsolved,722
2018,December,Wellington,Arrest/Summons,2372
2018,December,Wellington,Not authorised,437
2018,December,Wellington,Other,295
2018,December,Wellington,Unsolved,900
2018,December,West Wimmera,Arrest/Summons,76
2018,December,West Wimmera,Not authorised,12
2018,December,West Wimmera,Other,28
2018,December,West Wimmera,Unsolved,50
2018,December,Whitehorse,Arrest/Summons,3740
2018,December,Whitehorse,Not authorised,423
2018,December,Whitehorse,Other,492
2018,December,Whitehorse,Unsolved,3538
2018,December,Whittlesea,Arrest/Summons,7371
2018,December,Whittlesea,Not authorised,1503
2018,December,Whittlesea,Other,872
2018,December,Whittlesea,Unsolved,5869
2018,December,Wodonga,Arrest/Summons,1875
2018,December,Wodonga,Not authorised,112
2018,December,Wodonga,Other,293
2018,December,Wodonga,Unsolved,927
2018,December,Wyndham,Arrest/Summons,7345
2018,December,Wyndham,Not authorised,833
2018,December,Wyndham,Other,922
2018,December,Wyndham,Unsolved,5362
2018,December,Yarra,Arrest/Summons,5080
2018,December,Yarra,Not authorised,561
2018,December,Yarra,Other,842
2018,December,Yarra,Unsolved,7200
2018,December,Yarra Ranges,Arrest/Summons,4061
2018,December,Yarra Ranges,Not authorised,651
2018,December,Yarra Ranges,Other,612
2018,December,Yarra Ranges,Unsolved,2334
2018,December,Yarriambiack,Arrest/Summons,293
2018,December,Yarriambiack,Not authorised,52
2018,December,Yarriambiack,Other,43
2018,December,Yarriambiack,Unsolved,115
2017,December,Alpine,Arrest/Summons,293
2017,December,Alpine,Not authorised,30
2017,December,Alpine,Other,47
2017,December,Alpine,Unsolved,84
2017,December,Ararat,Arrest/Summons,812
2017,December,Ararat,Not authorised,91
2017,December,Ararat,Other,121
2017,December,Ararat,Unsolved,231
2017,December,Ballarat,Arrest/Summons,5554
2017,December,Ballarat,Not authorised,469
2017,December,Ballarat,Other,619
2017,December,Ballarat,Unsolved,4941
2017,December,Banyule,Arrest/Summons,4966
2017,December,Banyule,Not authorised,496
2017,December,Banyule,Other,406
2017,December,Banyule,Unsolved,3787
2017,December,Bass Coast,Arrest/Summons,1461
2017,December,Bass Coast,Not authorised,222
2017,December,Bass Coast,Other,219
2017,December,Bass Coast,Unsolved,672
2017,December,Baw Baw,Arrest/Summons,2115
2017,December,Baw Baw,Not authorised,294
2017,December,Baw Baw,Other,305
2017,December,Baw Baw,Unsolved,1037
2017,December,Bayside,Arrest/Summons,1675
2017,December,Bayside,Not authorised,369
2017,December,Bayside,Other,394
2017,December,Bayside,Unsolved,2323
2017,December,Benalla,Arrest/Summons,731
2017,December,Benalla,Not authorised,132
2017,December,Benalla,Other,111
2017,December,Benalla,Unsolved,320
2017,December,Boroondara,Arrest/Summons,2785
2017,December,Boroondara,Not authorised,320
2017,December,Boroondara,Other,473
2017,December,Boroondara,Unsolved,3735
2017,December,Brimbank,Arrest/Summons,8982
2017,December,Brimbank,Not authorised,695
2017,December,Brimbank,Other,750
2017,December,Brimbank,Unsolved,6716
2017,December,Buloke,Arrest/Summons,103
2017,December,Buloke,Not authorised,14
2017,December,Buloke,Other,19
2017,December,Buloke,Unsolved,63
2017,December,Campaspe,Arrest/Summons,1927
2017,December,Campaspe,Not authorised,137
2017,December,Campaspe,Other,252
2017,December,Campaspe,Unsolved,1061
2017,December,Cardinia,Arrest/Summons,2748
2017,December,Cardinia,Not authorised,437
2017,December,Cardinia,Other,467
2017,December,Cardinia,Unsolved,2164
2017,December,Casey,Arrest/Summons,10451
2017,December,Casey,Not authorised,1823
2017,December,Casey,Other,1522
2017,December,Casey,Unsolved,7427
2017,December,Central Goldfields,Arrest/Summons,986
2017,December,Central Goldfields,Not authorised,109
2017,December,Central Goldfields,Other,112
2017,December,Central Goldfields,Unsolved,245
2017,December,Colac-Otway,Arrest/Summons,851
2017,December,Colac-Otway,Not authorised,125
2017,December,Colac-Otway,Other,137
2017,December,Colac-Otway,Unsolved,629
2017,December,Corangamite,Arrest/Summons,630
2017,December,Corangamite,Not authorised,44
2017,December,Corangamite,Other,99
2017,December,Corangamite,Unsolved,254
2017,December,Darebin,Arrest/Summons,6685
2017,December,Darebin,Not authorised,644
2017,December,Darebin,Other,634
2017,December,Darebin,Unsolved,6828
2017,December,East Gippsland,Arrest/Summons,2308
2017,December,East Gippsland,Not authorised,477
2017,December,East Gippsland,Other,373
2017,December,East Gippsland,Unsolved,806
2017,December,Frankston,Arrest/Summons,8280
2017,December,Frankston,Not authorised,688
2017,December,Frankston,Other,1318
2017,December,Frankston,Unsolved,3990
2017,December,Gannawarra,Arrest/Summons,328
2017,December,Gannawarra,Not authorised,46
2017,December,Gannawarra,Other,41
2017,December,Gannawarra,Unsolved,154
2017,December,Glen Eira,Arrest/Summons,2620
2017,December,Glen Eira,Not authorised,447
2017,December,Glen Eira,Other,533
2017,December,Glen Eira,Unsolved,3221
2017,December,Glenelg,Arrest/Summons,966
2017,December,Glenelg,Not authorised,90
2017,December,Glenelg,Other,141
2017,December,Glenelg,Unsolved,442
2017,December,Golden Plains,Arrest/Summons,354
2017,December,Golden Plains,Not authorised,43
2017,December,Golden Plains,Other,38
2017,December,Golden Plains,Unsolved,253
2017,December,Greater Bendigo,Arrest/Summons,5937
2017,December,Greater Bendigo,Not authorised,444
2017,December,Greater Bendigo,Other,749
2017,December,Greater Bendigo,Unsolved,2586
2017,December,Greater Dandenong,Arrest/Summons,9173
2017,December,Greater Dandenong,Not authorised,1279
2017,December,Greater Dandenong,Other,1371
2017,December,Greater Dandenong,Unsolved,6270
2017,December,Greater Geelong,Arrest/Summons,11702
2017,December,Greater Geelong,Not authorised,936
2017,December,Greater Geelong,Other,1154
2017,December,Greater Geelong,Unsolved,9154
2017,December,Greater Shepparton,Arrest/Summons,4658
2017,December,Greater Shepparton,Not authorised,439
2017,December,Greater Shepparton,Other,651
2017,December,Greater Shepparton,Unsolved,2298
2017,December,Hepburn,Arrest/Summons,463
2017,December,Hepburn,Not authorised,50
2017,December,Hepburn,Other,35
2017,December,Hepburn,Unsolved,338
2017,December,Hindmarsh,Arrest/Summons,211
2017,December,Hindmarsh,Not authorised,40
2017,December,Hindmarsh,Other,33
2017,December,Hindmarsh,Unsolved,101
2017,December,Hobsons Bay,Arrest/Summons,2912
2017,December,Hobsons Bay,Not authorised,340
2017,December,Hobsons Bay,Other,335
2017,December,Hobsons Bay,Unsolved,2483
2017,December,Horsham,Arrest/Summons,1639
2017,December,Horsham,Not authorised,173
2017,December,Horsham,Other,204
2017,December,Horsham,Unsolved,377
2017,December,Hume,Arrest/Summons,9615
2017,December,Hume,Not authorised,1380
2017,December,Hume,Other,1125
2017,December,Hume,Unsolved,8096
2017,December,Indigo,Arrest/Summons,251
2017,December,Indigo,Not authorised,28
2017,December,Indigo,Other,48
2017,December,Indigo,Unsolved,164
2017,December,Kingston,Arrest/Summons,5491
2017,December,Kingston,Not authorised,707
2017,December,Kingston,Other,779
2017,December,Kingston,Unsolved,3732
2017,December,Knox,Arrest/Summons,5792
2017,December,Knox,Not authorised,746
2017,December,Knox,Other,562
2017,December,Knox,Unsolved,4178
2017,December,Latrobe,Arrest/Summons,8763
2017,December,Latrobe,Not authorised,1000
2017,December,Latrobe,Other,950
2017,December,Latrobe,Unsolved,2623
2017,December,Loddon,Arrest/Summons,161
2017,December,Loddon,Not authorised,27
2017,December,Loddon,Other,25
2017,December,Loddon,Unsolved,134
2017,December,Macedon Ranges,Arrest/Summons,1139
2017,December,Macedon Ranges,Not authorised,122
2017,December,Macedon Ranges,Other,150
2017,December,Macedon Ranges,Unsolved,717
2017,December,Manningham,Arrest/Summons,2150
2017,December,Manningham,Not authorised,295
2017,December,Manningham,Other,279
2017,December,Manningham,Unsolved,2179
2017,December,Mansfield,Arrest/Summons,335
2017,December,Mansfield,Not authorised,36
2017,December,Mansfield,Other,53
2017,December,Mansfield,Unsolved,240
2017,December,Maribyrnong,Arrest/Summons,3480
2017,December,Maribyrnong,Not authorised,290
2017,December,Maribyrnong,Other,470
2017,December,Maribyrnong,Unsolved,3782
2017,December,Maroondah,Arrest/Summons,4460
2017,December,Maroondah,Not authorised,572
2017,December,Maroondah,Other,535
2017,December,Maroondah,Unsolved,2721
2017,December,Melbourne,Arrest/Summons,18748
2017,December,Melbourne,Not authorised,1330
2017,December,Melbourne,Other,4083
2017,December,Melbourne,Unsolved,12321
2017,December,Melton,Arrest/Summons,5351
2017,December,Melton,Not authorised,551
2017,December,Melton,Other,394
2017,December,Melton,Unsolved,4335
2017,December,Merri-bek,Arrest/Summons,4765
2017,December,Merri-bek,Not authorised,940
2017,December,Merri-bek,Other,618
2017,December,Merri-bek,Unsolved,6421
2017,December,Mildura,Arrest/Summons,3787
2017,December,Mildura,Not authorised,350
2017,December,Mildura,Other,782
2017,December,Mildura,Unsolved,1577
2017,December,Mitchell,Arrest/Summons,2575
2017,December,Mitchell,Not authorised,370
2017,December,Mitchell,Other,317
2017,December,Mitchell,Unsolved,1139
2017,December,Moira,Arrest/Summons,1175
2017,December,Moira,Not authorised,145
2017,December,Moira,Other,163
2017,December,Moira,Unsolved,441
2017,December,Monash,Arrest/Summons,4985
2017,December,Monash,Not authorised,558
2017,December,Monash,Other,569
2017,December,Monash,Unsolved,5003
2017,December,Moonee Valley,Arrest/Summons,3792
2017,December,Moonee Valley,Not authorised,550
2017,December,Moonee Valley,Other,550
2017,December,Moonee Valley,Unsolved,3713
2017,December,Moorabool,Arrest/Summons,1077
2017,December,Moorabool,Not authorised,157
2017,December,Moorabool,Other,127
2017,December,Moorabool,Unsolved,785
2017,December,Mornington Peninsula,Arrest/Summons,5125
2017,December,Mornington Peninsula,Not authorised,634
2017,December,Mornington Peninsula,Other,1427
2017,December,Mornington Peninsula,Unsolved,3729
2017,December,Mount Alexander,Arrest/Summons,568
2017,December,Mount Alexander,Not authorised,58
2017,December,Mount Alexander,Other,97
2017,December,Mount Alexander,Unsolved,284
2017,December,Moyne,Arrest/Summons,302
2017,December,Moyne,Not authorised,64
2017,December,Moyne,Other,62
2017,December,Moyne,Unsolved,194
2017,December,Murrindindi,Arrest/Summons,337
2017,December,Murrindindi,Not authorised,60
2017,December,Murrindindi,Other,89
